,Origin_airport,Destination_airport,Total_passengers,Total_departures,KMeansCluster
15000,GSP,PGV,0,2,0
15005,GSP,PKB,0,1,0
15013,GSP,RWI,0,2,0
14950,GSP,ILN,0,1464,0
15018,GSP,SCE,0,1,0
15027,GSP,SUS,0,2,0
15035,GSP,TUS,0,1,0
15038,GSP,VLD,0,1,0
15040,GSP,YIP,0,69,0
15041,GSP,YNG,0,2,0
15043,GTF,AFW,0,2,0
15049,GTF,BHM,0,1,0
15054,GTF,BNA,0,1,0
15059,GTF,COU,0,1,0
15069,GTF,FAT,0,1,0
14952,GSP,ISO,0,1,0
14945,GSP,HUF,0,1,0
14806,GSO,MKL,0,2,0
14883,GSP,BIS,0,1,0
14813,GSO,MVN,0,1,0
14828,GSO,PWM,0,5,0
14847,GSO,SUS,0,1,0
14849,GSO,TCL,0,1,0
14858,GSO,VCT,0,1,0
14860,GSO,YIP,0,5,0
14866,GSP,ADS,0,7,0
14868,GSP,AFW,0,3,0
14872,GSP,ALO,0,5,0
14880,GSP,BFM,0,1,0
14881,GSP,BGR,0,1,0
14888,GSP,BRO,0,4,0
14941,GSP,GYY,0,2,0
14890,GSP,BTV,0,1,0
14904,GSP,COS,0,1,0
14913,GSP,DBQ,0,1,0
14915,GSP,DET,0,1,0
14917,GSP,DRT,0,11,0
14920,GSP,ELP,0,12,0
14921,GSP,ERI,0,1,0
14923,GSP,EWN,0,1,0
14930,GSP,FTW,0,1,0
14932,GSP,GDC,0,1,0
14934,GSP,GLH,0,2,0
14501,GRK,YIP,0,9,0
14496,GRK,SYR,0,1,0
13987,GMU,FNT,0,1,0
14494,GRK,SUS,0,1,0
14159,GPT,LAF,0,1,0
14170,GPT,LRD,0,1,0
14171,GPT,MCE,0,1,0
14198,GPT,PIB,0,1,0
14209,GPT,SCE,0,1,0
14217,GPT,SYR,0,1,0
14218,GPT,TLH,0,1,0
14219,GPT,TMB,0,1,0
14229,GPT,YIP,0,1,0
14232,GRB,ADS,0,4,0
14248,GRB,CAE,0,1,0
14255,GRB,CRW,0,1,0
14258,GRB,DAL,0,9,0
14269,GRB,ELP,0,1,0
14270,GRB,ERI,0,1,0
14283,GRB,GRI,0,2,0
14285,GRB,GSP,0,1,0
14286,GRB,GTF,0,1,0
14287,GRB,HGR,0,1,0
14300,GRB,LGA,0,2,0
14309,GRB,MOT,0,1,0
14329,GRB,RWI,0,6,0
14335,GRB,SGF,0,1,0
14336,GRB,SHV,0,2,0
14340,GRB,SUX,0,1,0
14158,GPT,JFK,0,4,0
14151,GPT,ILG,0,1,0
14144,GPT,GTR,0,1,0
14035,GNV,IAH,0,7,0
13988,GMU,GSP,0,1,0
13989,GMU,LRD,0,1,0
13990,GMU,MSN,0,1,0
13991,GMU,OH3,0,1,0
13992,GMU,SHV,0,6,0
13993,GMU,SYR,0,1,0
13994,GMU,TCL,0,1,0
13995,GMU,TYS,0,1,0
13996,GMU,YIP,0,6,0
14027,GNV,GNV,0,17,0
14032,GNV,HOT,0,1,0
14056,GNV,OCF,0,2,0
14132,GPT,FFO,0,1,0
14070,GNV,SFB,0,1,0
14078,GNV,TUL,0,1,0
14087,GPT,ACY,0,3,0
14090,GPT,ALO,0,1,0
14095,GPT,BFI,0,1,0
14102,GPT,BQK,0,1,0
14105,GPT,BUF,0,1,0
14106,GPT,BWI,0,1,0
14109,GPT,CDC,0,2,0
14121,GPT,CWA,0,1,0
14127,GPT,EAR,0,1,0
14343,GRB,TUL,0,1,0
14346,GRD,BHM,0,1,0
14347,GRD,SHV,0,1,0
14457,GRK,LRD,0,8,0
14435,GRK,ELP,0,2,0
14436,GRK,FAI,0,1,0
14439,GRK,FTW,0,1,0
14440,GRK,FYV,0,2,0
14444,GRK,GYY,0,1,0
14446,GRK,HUF,0,2,0
14448,GRK,ILE,0,0,0
14450,GRK,JFK,0,1,0
14453,GRK,LAW,0,1,0
14454,GRK,LAX,0,1,0
14456,GRK,LGA,0,1,0
14460,GRK,MCI,0,2,0
14421,GRK,BWI,0,3,0
14461,GRK,MCO,0,1,0
14462,GRK,MEM,0,5,0
14465,GRK,MIA,0,11,0
14468,GRK,MSP,0,3,0
14469,GRK,MSY,0,2,0
14476,GRK,PHX,0,1,0
14481,GRK,RIV,0,1,0
14483,GRK,SAN,0,1,0
14487,GRK,SFB,0,1,0
14488,GRK,SGF,0,1,0
14492,GRK,SSC,0,1,0
14422,GRK,CHS,0,2,0
14420,GRK,BRO,0,1,0
14348,GRF,TUS,0,3,0
14392,GRI,OKC,0,1,0
14354,GRI,BFI,0,1,0
14357,GRI,BUF,0,8,0
14368,GRI,DTW,0,1,0
14371,GRI,ELP,0,2,0
14372,GRI,EVV,0,1,0
14380,GRI,LNK,0,3,0
14381,GRI,LRD,0,3,0
14384,GRI,MEM,0,1,0
14385,GRI,MIA,0,1,0
14389,GRI,OAK,0,4,0
14391,GRI,OGD,0,1,0
14395,GRI,PHL,0,1,0
14419,GRK,BPT,0,1,0
14396,GRI,PIT,0,1,0
14397,GRI,RNO,0,2,0
14399,GRI,SLC,0,5,0
14400,GRI,SLN,0,2,0
14401,GRI,YIP,0,25,0
14403,GRK,ABQ,0,3,0
14406,GRK,AEX,0,1,0
14407,GRK,AFW,0,2,0
14410,GRK,ANC,0,1,0
14417,GRK,BKG,0,1,0
14418,GRK,BOS,0,1,0
13213,FTW,TUS,0,1,0
13209,FTW,STL,0,1,0
11321,END,BFI,0,1,0
11883,EWR,RWI,0,1,0
11994,FAI,RFD,0,1,0
11997,FAI,SFO,0,3,0
12000,FAI,TOL,0,9,0
12001,FAI,TUS,0,2,0
12002,FAI,YIP,0,1,0
12004,FAR,ALB,0,1,0
12007,FAR,ATL,0,1,0
12008,FAR,ATW,0,1,0
12012,FAR,BFI,0,3,0
12024,FAR,COU,0,1,0
12026,FAR,CRW,0,1,0
12028,FAR,DAY,0,1,0
12041,FAR,FWA,0,1,0
12046,FAR,GRB,0,1,0
12050,FAR,HSV,0,1,0
12055,FAR,ILN,0,928,0
12065,FAR,LCK,0,1,0
12066,FAR,LEX,0,1,0
12067,FAR,LIT,0,1,0
12069,FAR,LRD,0,1,0
12071,FAR,MCE,0,1,0
12074,FAR,MEM,0,2,0
12089,FAR,PIT,0,1,0
12108,FAR,YIP,0,7,0
12114,FAT,ATL,0,1,0
11989,FAI,OAK,0,1,0
11988,FAI,NZY,0,1,0
11982,FAI,MKE,0,1,0
11954,FAI,DAL,0,1,0
11889,EWR,SCE,0,3,0
11907,EWR,TCL,0,1,0
11917,EWR,UCA,0,1,0
11929,EYW,FXE,0,1,0
11944,FAI,ABQ,0,1,0
11947,FAI,ATL,0,3,0
11948,FAI,AUS,0,2,0
11949,FAI,BDL,0,1,0
11951,FAI,BNA,0,1,0
11952,FAI,BWI,0,1,0
11953,FAI,CMH,0,1,0
11955,FAI,DAY,0,1,0
11981,FAI,MIA,0,3,0
11956,FAI,DFW,0,8,0
11960,FAI,EWR,0,3,0
11967,FAI,GRK,0,1,0
11970,FAI,HYS,0,2,0
11971,FAI,ILN,0,3,0
11972,FAI,IND,0,3,0
11973,FAI,JFK,0,63,0
11976,FAI,LAX,0,30,0
11977,FAI,LCK,0,66,0
11979,FAI,LSV,0,1,0
11980,FAI,MEM,0,1,0
12116,FAT,AZA,0,1,0
12124,FAT,CEC,0,1,0
12147,FAT,ILN,0,229,0
12356,FDY,BWG,0,2,0
12275,FAY,ROC,0,2,0
12279,FAY,SHV,0,2,0
12281,FAY,SYR,0,1,0
12283,FAY,YNG,0,2,0
12291,FBK,MRI,0,1,0
12296,FBK,TCM,0,1,0
12297,FBK,TYS,0,1,0
12309,FCA,DTW,0,1,0
12321,FCA,GRK,0,1,0
12352,FCA,TUS,0,1,0
12355,FCH,MSO,0,3,0
12357,FDY,CHS,0,1,0
12271,FAY,PVD,0,2,0
12358,FDY,CLE,0,2,0
12359,FDY,DAL,0,1,0
12360,FDY,DTW,0,260,0
12361,FDY,GSP,0,2,0
12362,FDY,HKS,0,1,0
12363,FDY,IND,0,1,0
12364,FDY,JAX,0,1,0
12365,FDY,JXN,0,1,0
12366,FDY,LIT,0,3,0
12367,FDY,MCI,0,3,0
12368,FDY,RFD,0,2,0
12273,FAY,RFD,0,1,0
12265,FAY,MKE,0,3,0
12148,FAT,JFK,0,1,0
12201,FAT,SFB,0,1,0
12149,FAT,LAN,0,1,0
12156,FAT,LNK,0,1,0
12162,FAT,MCO,0,1,0
12166,FAT,MHR,0,166,0
12168,FAT,MKE,0,1,0
12172,FAT,MSO,0,1,0
12180,FAT,ORD,0,2,0
12181,FAT,OXR,0,1,0
12185,FAT,PUB,0,1,0
12188,FAT,RDD,0,2,0
12193,FAT,ROW,0,4,0
12203,FAT,SGF,0,1,0
12259,FAY,MCI,0,1,0
12204,FAT,SGU,0,5,0
12211,FAT,STL,0,1,0
12212,FAT,STS,0,7,0
12226,FAY,ADS,0,1,0
12228,FAY,ALB,0,1,0
12231,FAY,BHM,0,4,0
12233,FAY,BUF,0,2,0
12236,FAY,CAK,0,2,0
12243,FAY,DAL,0,6,0
12248,FAY,FLL,0,2,0
12253,FAY,HSV,0,1,0
11888,EWR,SBY,0,2,0
11882,EWR,RUT,0,3,0
12370,FDY,STL,0,1,0
11868,EWR,POB,0,1,0
11399,ERI,YIP,0,1,0
11408,ESC,IND,0,6,0
11412,ESC,MSN,0,1,0
11415,ESC,YIP,0,1,0
11420,ESF,BTR,0,0,0
11434,ESF,MEI,0,2,0
11442,EUG,ATL,0,2,0
11446,EUG,BHM,0,1,0
11453,EUG,CMI,0,1,0
11457,EUG,CVO,0,4,0
11464,EUG,EUG,0,3,0
11472,EUG,GTF,0,1,0
11488,EUG,MKE,0,1,0
11489,EUG,MOD,0,1,0
11503,EUG,RBG,0,15,0
11510,EUG,SGF,0,1,0
11524,EVV,ABY,0,1,0
11526,EVV,ADS,0,14,0
11527,EVV,AFW,0,1,0
11529,EVV,AMA,0,1,0
11534,EVV,BFI,0,1,0
11539,EVV,BRO,0,1,0
11540,EVV,BTL,0,2,0
11543,EVV,BWG,0,1,0
11547,EVV,CID,0,2,0
11398,ERI,UCA,0,1,0
11396,ERI,SYR,0,2,0
11395,ERI,SHV,0,4,0
11370,ERI,MCN,0,1,0
11331,ERI,BDL,0,1,0
11341,ERI,CHS,0,3,0
11345,ERI,CPS,0,1,0
11347,ERI,CWA,0,1,0
11349,ERI,DET,0,3,0
11357,ERI,GRR,0,1,0
11358,ERI,GTF,0,1,0
11360,ERI,ILM,0,1,0
11364,ERI,JHW,0,1,0
11366,ERI,LIT,0,1,0
11369,ERI,MCI,0,1,0
11372,ERI,MDW,0,1,0
11393,ERI,SGF,0,1,0
11374,ERI,MHT,0,1,0
11375,ERI,MIA,0,2,0
11376,ERI,MIE,0,1,0
11377,ERI,MKE,0,1,0
11379,ERI,MRC,0,1,0
11381,ERI,MSP,0,1,0
11382,ERI,OKK,0,1,0
11383,ERI,ORD,0,1,0
11388,ERI,RFD,0,1,0
11390,ERI,ROA,0,1,0
11392,ERI,SBN,0,1,0
11555,EVV,DAL,0,4,0
11560,EVV,DET,0,1,0
11562,EVV,DHN,0,1,0
11779,EWR,GRK,0,2,0
11690,EWR,ALO,0,1,0
11698,EWR,AZA,0,1,0
11714,EWR,BTL,0,1,0
11718,EWR,BWG,0,2,0
11744,EWR,DCU,0,1,0
11747,EWR,DHN,0,1,0
11754,EWR,EIL,0,1,0
11755,EWR,ELM,0,60,0
11762,EWR,FAI,0,1,0
11765,EWR,FAY,0,2,0
11770,EWR,FTW,0,1,0
11795,EWR,ILG,0,1,0
11678,EWN,TPA,0,2,0
11797,EWR,ILN,0,3687,0
11799,EWR,IPT,0,1,0
11805,EWR,JHW,0,1,0
11806,EWR,JRA,0,14,0
11814,EWR,LCK,0,19,0
11822,EWR,LSF,0,1,0
11823,EWR,LSV,0,1,0
11827,EWR,MCF,0,1,0
11835,EWR,MGW,0,2,0
11836,EWR,MGY,0,1,0
11858,EWR,PBG,0,345,0
11685,EWR,ADS,0,4,0
11674,EWN,RDU,0,8,0
11563,EVV,DPA,0,1,0
11613,EVV,MVN,0,1,0
11566,EVV,ELP,0,6,0
11575,EVV,GSO,0,2,0
11583,EVV,IPL,0,1,0
11589,EVV,LBL,0,1,0
11590,EVV,LCK,0,2,0
11594,EVV,LRD,0,19,0
11601,EVV,MDT,0,1,0
11608,EVV,MKL,0,1,0
11610,EVV,MOT,0,1,0
11611,EVV,MSP,0,3,0
11612,EVV,MSY,0,1,0
11615,EVV,OAK,0,1,0
11669,EWN,MCN,0,1,0
11616,EVV,OH3,0,3,0
11622,EVV,PGV,0,1,0
11627,EVV,PWK,0,1,0
11631,EVV,RFD,0,1,0
11636,EVV,SEA,0,1,0
11638,EVV,SHV,0,10,0
11640,EVV,SLN,0,2,0
11644,EVV,SUS,0,1,0
11645,EVV,SYR,0,1,0
11651,EVV,YIP,0,41,0
11664,EWN,HOT,0,1,0
12369,FDY,SHV,0,10,0
12371,FDY,TOL,0,1,0
13207,FTW,SHV,0,1,0
12795,FNT,TUL,0,2,0
12915,FOE,XNA,0,1,0
12918,FSD,ABR,0,3469,0
12919,FSD,AFW,0,3,0
12922,FSD,ATW,0,0,0
12928,FSD,BFF,0,7,0
12931,FSD,BIL,0,16,0
12933,FSD,BJI,0,1,0
12943,FSD,CLE,0,1,0
12945,FSD,CLU,0,1,0
12950,FSD,CRW,0,1,0
12952,FSD,CWA,0,1,0
12958,FSD,DIK,0,1,0
12962,FSD,DRO,0,0,0
12971,FSD,FNT,0,2,0
12980,FSD,GTF,0,3,0
12981,FSD,GYY,0,1,0
12984,FSD,HON,0,6,0
12988,FSD,ICT,0,75,0
12990,FSD,ILN,0,566,0
12992,FSD,JFK,0,2,0
13001,FSD,LCK,0,2,0
13005,FSD,LRD,0,1,0
13007,FSD,LSV,0,1,0
13017,FSD,MOT,0,2,0
13024,FSD,OGD,0,1,0
12914,FOE,TYS,0,1,0
12912,FOE,TUL,0,2,0
12908,FOE,TCL,0,1,0
12837,FOE,CVG,0,1,0
12800,FNT,YNG,0,4,0
12805,FOD,HKS,0,1,0
12808,FOD,MEM,0,1,0
12813,FOD,YIP,0,2,0
12821,FOE,BDL,0,1,0
12826,FOE,BOS,0,2,0
12827,FOE,BTR,0,1,0
12828,FOE,BUF,0,1,0
12829,FOE,BWI,0,1,0
12834,FOE,COS,0,2,0
12836,FOE,CSG,0,1,0
12840,FOE,DDC,0,1,0
12906,FOE,SUS,0,1,0
12847,FOE,EVV,0,1,0
12850,FOE,FNT,0,1,0
12851,FOE,FOE,0,1,0
12852,FOE,FYV,0,1,0
12856,FOE,HYS,0,1,0
12868,FOE,LIT,0,1,0
12870,FOE,LRD,0,1,0
12880,FOE,MOT,0,1,0
12886,FOE,OMA,0,1,0
12891,FOE,PIT,0,1,0
12898,FOE,SBN,0,1,0
13057,FSD,TYS,0,1,0
13058,FSD,YIP,0,4,0
13063,FSM,ADS,0,1,0
13179,FTW,IND,0,1,0
13162,FTW,BTR,0,1,0
13163,FTW,CAE,0,1,0
13164,FTW,CLE,0,2,0
13168,FTW,DAL,0,2,0
13169,FTW,DET,0,1,0
13171,FTW,DRT,0,6,0
13172,FTW,ELP,0,6,0
13173,FTW,FDY,0,1,0
13174,FTW,GRR,0,1,0
13176,FTW,HSV,0,5,0
13178,FTW,ILG,0,1,0
13180,FTW,LAF,0,1,0
13157,FTW,ATL,0,1,0
13183,FTW,LAX,0,3,0
13185,FTW,LRD,0,9,0
13186,FTW,MAF,0,1,0
13189,FTW,MGM,0,1,0
13190,FTW,MIA,0,1,0
13192,FTW,MSP,0,2,0
13195,FTW,OLS,0,1,0
13197,FTW,OSH,0,1,0
13199,FTW,PIA,0,8,0
13204,FTW,SBN,0,1,0
13205,FTW,SDM,0,2,0
13161,FTW,BRO,0,4,0
13156,FTW,AFW,0,1,0
13064,FSM,AFW,0,1,0
13100,FSM,IAH,0,2,0
13072,FSM,BUF,0,3,0
13075,FSM,CLT,0,2,0
13076,FSM,CMH,0,1,0
13079,FSM,CVG,0,1,0
13083,FSM,DRT,0,1,0
13084,FSM,DTW,0,1,0
13085,FSM,EFD,0,1,0
13087,FSM,ELP,0,1,0
13091,FSM,FTW,0,1,0
13097,FSM,HMN,0,1,0
13098,FSM,HOT,0,1,0
13102,FSM,ITH,0,1,0
13155,FTW,ADS,0,1,0
13104,FSM,JFK,0,1,0
13119,FSM,MIE,0,1,0
13121,FSM,MRC,0,2,0
13123,FSM,MSP,0,1,0
13126,FSM,OKK,0,1,0
13127,FSM,ORD,0,2,0
13129,FSM,PDT,0,1,0
13137,FSM,RWI,0,1,0
13138,FSM,SAT,0,1,0
13145,FSM,SYR,0,1,0
13152,FSM,YIP,0,14,0
12799,FNT,YIP,0,200,0
12791,FNT,TCL,0,1,0
12372,FDY,TUL,0,1,0
12790,FNT,SYR,0,3,0
12499,FLL,GSB,0,1,0
12510,FLL,ILN,0,1755,0
12512,FLL,ISO,0,1,0
12531,FLL,MCC,0,5,0
12552,FLL,NZC,0,1,0
12555,FLL,OCF,0,2,0
12558,FLL,OPF,0,3,0
12562,FLL,PAM,0,1,0
12570,FLL,PIB,0,1,0
12573,FLL,POB,0,1,0
12578,FLL,RDM,0,1,0
12582,FLL,RIV,0,1,0
12608,FLL,TNT,0,3,0
12615,FLL,VLD,0,2,0
12616,FLL,WRB,0,1,0
12617,FLL,XNA,0,1,0
12618,FLL,YIP,0,9,0
12621,FLO,ADS,0,1,0
12622,FLO,AEX,0,1,0
12625,FLO,BUF,0,2,0
12627,FLO,CAK,0,1,0
12631,FLO,CMH,0,1,0
12632,FLO,CRW,0,1,0
12634,FLO,DAY,0,1,0
12635,FLO,ERI,0,1,0
12497,FLL,GRK,0,1,0
12476,FLL,DQF,0,1,0
12474,FLL,DHN,0,1,0
12387,FFO,JFK,0,1,0
12373,FDY,YIP,0,6,0
12374,FEP,BUF,0,1,0
12375,FEP,DET,0,1,0
12376,FET,OKC,0,2,0
12377,FET,SHV,0,1,0
12378,FFM,BJI,0,1,0
12379,FFM,MSP,0,7,0
12381,FFO,BGR,0,2,0
12383,FFO,CVG,0,1,0
12385,FFO,HIF,0,1,0
12386,FFO,HNL,0,4,0
12390,FFT,LAN,0,1,0
12455,FLL,CHO,0,3,0
12391,FFT,SHV,0,1,0
12392,FFT,YIP,0,1,0
12396,FLG,DVT,0,4,0
12397,FLG,FLG,0,3,0
12400,FLG,HII,0,10,0
12419,FLL,ADS,0,1,0
12420,FLL,AEX,0,5,0
12438,FLL,BIL,0,1,0
12443,FLL,BPT,0,1,0
12444,FLL,BQK,0,1,0
12445,FLL,BRO,0,1,0
12639,FLO,FWA,0,1,0
12640,FLO,GSO,0,1,0
12642,FLO,HSV,0,3,0
12756,FNT,LIT,0,10,0
12711,FNT,CAE,0,17,0
12713,FNT,CGI,0,1,0
12715,FNT,CID,0,2,0
12727,FNT,ELP,0,1,0
12729,FNT,EVV,0,1,0
12735,FNT,FTW,0,4,0
12741,FNT,GYY,0,2,0
12742,FNT,HKS,0,1,0
12745,FNT,ILN,0,851,0
12748,FNT,JAN,0,4,0
12753,FNT,LCK,0,1,0
12757,FNT,LRD,0,5,0
12706,FNT,BMI,0,2,0
12764,FNT,MGY,0,5,0
12767,FNT,MQT,0,1,0
12768,FNT,MRC,0,9,0
12771,FNT,OKC,0,14,0
12772,FNT,OKK,0,1,0
12777,FNT,PIA,0,2,0
12780,FNT,PWK,0,2,0
12781,FNT,RFD,0,2,0
12782,FNT,ROC,0,1,0
12785,FNT,SHV,0,62,0
12789,FNT,SUS,0,5,0
12708,FNT,BTR,0,1,0
12705,FNT,BIL,0,1,0
12645,FLO,LEX,0,1,0
12664,FMN,CPR,0,1,0
12646,FLO,LIT,0,1,0
12647,FLO,LRD,0,2,0
12648,FLO,MCI,0,10,0
12650,FLO,MEM,0,1,0
12652,FLO,MLU,0,1,0
12655,FLO,SHV,0,11,0
12656,FLO,YIP,0,11,0
12658,FMN,ALM,0,2,0
12659,FMN,AMK,0,5,0
12661,FMN,CLE,0,1,0
12663,FMN,COS,0,4,0
12669,FMN,FAT,0,3,0
12700,FNT,APN,0,2531,0
12675,FMN,ICT,0,1,0
12676,FMN,JAC,0,3,0
12677,FMN,LAR,0,1,0
12679,FMN,LAX,0,1,0
12681,FMN,LBL,0,2,0
12687,FMN,RAP,0,1,0
12688,FMN,RKS,0,2,0
12689,FMN,ROW,0,7,0
12690,FMN,SAF,0,6,0
12692,FMN,SLC,0,3,0
12696,FNT,ADS,0,3,0
7606,CMH,LUK,0,1,0
7598,CMH,LCK,0,6,0
7594,CMH,LAW,0,1,0
1928,ATL,FTY,0,1,0
2113,ATW,BMI,0,168,0
2117,ATW,BVX,0,1,0
2123,ATW,CLE,0,2,0
2134,ATW,DHN,0,0,0
2140,ATW,EWR,0,1,0
2141,ATW,FAR,0,1,0
2151,ATW,IDA,0,1,0
2152,ATW,ILN,0,707,0
2154,ATW,JAN,0,0,0
2155,ATW,JFK,0,1,0
2158,ATW,LCK,0,2,0
2163,ATW,MCI,0,2,0
2166,ATW,MEM,0,196,0
2170,ATW,MOB,0,1,0
2178,ATW,PIA,0,13,0
2179,ATW,RAP,0,3,0
2181,ATW,RFD,0,2,0
2186,ATW,SFO,0,1,0
2187,ATW,SGF,0,117,0
2189,ATW,SPI,0,1,0
2190,ATW,STE,0,1,0
2193,ATW,TOL,0,1,0
2195,ATW,TUL,0,1,0
2198,ATW,XNA,0,2,0
2205,ATY,DFW,0,1,0
2111,ATW,BIL,0,1,0
2105,ATW,ALO,0,1,0
2102,ATO,YIP,0,1,0
2013,ATL,NZC,0,2,0
1941,ATL,GSB,0,1,0
1948,ATL,HMN,0,1,0
1950,ATL,HOT,0,77,0
1959,ATL,ILN,0,3381,0
1966,ATL,LAL,0,1,0
1972,ATL,LBF,0,1,0
1980,ATL,LRD,0,28,0
1983,ATL,LSF,0,2,0
1986,ATL,MAF,0,1,0
1999,ATL,MKC,0,1,0
2004,ATL,MQT,0,1,0
2017,ATL,OFF,0,1,0
2095,ATL,UCA,0,1,0
2018,ATL,OGD,0,1,0
2028,ATL,PDK,0,1,0
2031,ATL,PGV,0,3,0
2035,ATL,PIB,0,1,0
2041,ATL,PUW,0,1,0
2044,ATL,PWK,0,1,0
2050,ATL,RIV,0,3,0
2057,ATL,RWI,0,1,0
2073,ATL,SPA,0,1,0
2079,ATL,SVN,0,4,0
2083,ATL,TCM,0,1,0
2207,ATY,FTY,0,2,0
2209,ATY,MCI,0,1,0
2211,ATY,PDK,0,1,0
2488,AVL,MKE,0,1,0
2431,AVL,BTR,0,1,0
2432,AVL,BUF,0,1,0
2443,AVL,CRW,0,3,0
2449,AVL,DET,0,1,0
2450,AVL,DFW,0,1,0
2451,AVL,DPA,0,15,0
2455,AVL,EVV,0,1,0
2461,AVL,GLH,0,1,0
2473,AVL,LAX,0,1,0
2478,AVL,LIT,0,1,0
2479,AVL,LRD,0,8,0
2489,AVL,MOB,0,1,0
2425,AVL,BDL,0,1,0
2493,AVL,MYR,0,3,0
2494,AVL,NIP,0,1,0
2501,AVL,PVD,0,1,0
2507,AVL,SFB,0,1,0
2510,AVL,SVN,0,1,0
2511,AVL,SYR,0,1,0
2512,AVL,TOL,0,2,0
2514,AVL,TUP,0,1,0
2515,AVL,TUS,0,4,0
2517,AVL,YIP,0,28,0
2545,AVP,DSM,0,1,0
2430,AVL,BTL,0,1,0
2422,AVL,ALO,0,2,0
2214,AUG,BDL,0,2,0
2279,AUS,DRT,0,1,0
2217,AUG,MHT,0,5,0
2218,AUG,RKD,0,839,0
2220,AUO,TLH,0,1,0
2226,AUS,ADS,0,4,0
2237,AUS,AUS,0,3,0
2242,AUS,BGR,0,10,0
2247,AUS,BRD,0,1,0
2248,AUS,BRO,0,71,0
2251,AUS,BWD,0,1891,0
2252,AUS,BWG,0,1,0
2278,AUS,DOV,0,1,0
2293,AUS,FWA,0,1,0
2421,AVL,AID,0,2,0
2294,AUS,FXE,0,2,0
2312,AUS,ILN,0,3373,0
2321,AUS,LAW,0,1,0
2333,AUS,MCE,0,3,0
2334,AUS,MCF,0,1,0
2343,AUS,MHR,0,3,0
2354,AUS,NZY,0,1,0
2398,AUS,SVN,0,1,0
2412,AUS,YKM,0,1,0
2413,AUS,YNG,0,1,0
2417,AVL,ADS,0,19,0
1931,ATL,GDC,0,2,0
1917,ATL,FAI,0,3,0
2584,AVP,MSP,0,2,0
1912,ATL,EUG,0,3,0
1683,ANC,TOL,0,220,0
1684,ANC,TUL,0,4,0
1687,ANC,YIP,0,12,0
1690,AND,AHN,0,1,0
1691,AND,BMI,0,1,0
1692,AND,BNA,0,1,0
1694,AND,CAE,0,1,0
1696,AND,CHS,0,1,0
1697,AND,CLT,0,2,0
1698,AND,CMH,0,1,0
1700,AND,COU,0,1,0
1701,AND,CSG,0,1,0
1702,AND,DTW,0,1,0
1704,AND,HOU,0,1,0
1705,AND,ILG,0,1,0
1706,AND,JAX,0,1,0
1711,AND,MSN,0,1,0
1714,AND,RIC,0,1,0
1718,AND,TYS,0,2,0
1719,AND,YIP,0,3,0
1720,AOH,BNA,0,5,0
1721,AOH,BUF,0,1,0
1722,AOH,BWG,0,1,0
1723,AOH,CLE,0,1,0
1724,AOH,COU,0,1,0
1682,ANC,TCM,0,2,0
1681,ANC,SZL,0,1,0
1680,ANC,SYR,0,1,0
1643,ANC,MKC,0,1,0
1618,ANC,ILN,0,1691,0
1620,ANC,JAX,0,1,0
1624,ANC,KDK,0,3,0
1629,ANC,LCK,0,3390,0
1630,ANC,LIT,0,1,0
1632,ANC,LSV,0,1,0
1634,ANC,MCC,0,2,0
1637,ANC,MDD,0,2,0
1638,ANC,MDT,0,1,0
1639,ANC,MEM,0,6663,0
1642,ANC,MIA,0,3258,0
1645,ANC,MOB,0,1,0
1678,ANC,SSC,0,4,0
1647,ANC,MRI,0,1,0
1649,ANC,MUO,0,4,0
1651,ANC,NKX,0,4,0
1652,ANC,NZY,0,5,0
1656,ANC,OMA,0,2,0
1658,ANC,OSH,0,1,0
1660,ANC,PHL,0,8,0
1663,ANC,PIT,0,7,0
1664,ANC,POB,0,1,0
1669,ANC,ROW,0,1,0
1671,ANC,SAN,0,5,0
1725,AOH,EVV,0,1,0
1726,AOH,LIT,0,2,0
1727,AOH,MCI,0,2,0
1817,ASN,YIP,0,6,0
1806,ASN,BWG,0,1,0
1807,ASN,CHA,0,1,0
1808,ASN,DRT,0,1,0
1809,ASN,FLO,0,1,0
1810,ASN,GYY,0,1,0
1811,ASN,LRD,0,1,0
1812,ASN,MVN,0,1,0
1813,ASN,PNS,0,1,0
1814,ASN,SAT,0,1,0
1815,ASN,SHV,0,1,0
1816,ASN,SYI,0,1,0
1828,ATL,ADS,0,3,0
1804,ASN,BFM,0,1,0
1836,ATL,AND,0,2,0
1838,ATL,ARA,0,1,0
1841,ATL,AUO,0,2,0
1849,ATL,BFM,0,8,0
1855,ATL,BIS,0,1,0
1858,ATL,BMG,0,5,0
1869,ATL,BYH,0,13,0
1892,ATL,CWA,0,1,0
1896,ATL,DBQ,0,1,0
1898,ATL,DCU,0,1,0
1908,ATL,ELM,0,2,0
1805,ASN,BHM,0,2,0
1802,ART,TYS,0,2,0
1728,AOH,MEM,0,1,0
1773,APN,RDU,0,1,0
1729,AOH,PNS,0,1,0
1730,AOH,SHV,0,3,0
1731,AOH,YIP,0,16,0
1732,AOO,CBE,0,3,0
1736,AOO,MEM,0,2,0
1737,AOO,OKK,0,1,0
1739,AOO,SCE,0,35,0
1740,AOO,SHV,0,3,0
1756,APF,IAD,0,1,0
1757,APF,JAX,0,1,0
1770,APN,GRR,0,2,0
1776,ARA,AEX,0,1,0
1801,ART,TUS,0,1,0
